PIDM,Cohort,SEX,Degree,Major 1,1st Year GPA,Dorm,1st Year Retention,College,Total Earned Hours,SAT,Major 2,Advisor
1567,202209F,F,BS,Nursing,3.72,Loyola Hall,1,EGAN,51,1280.0,,50.0
1568,202209F,F,BS,Psychology,3.13,Loyola Hall,1,CAS,45,,,4.0
1569,202209F,F,BA,International Studies,3.71,Jogues Hall,1,CAS,51,,,109.0
1570,202209F,F,BS,Nursing,3.79,Gonzaga Hall,1,EGAN,48,,,51.0
1571,202209F,M,BS,Nursing,3.63,Jogues Hall,1,EGAN,48,,,0.0
1572,202209F,M,BA,Undeclared,3.11,Loyola Hall,1,CAS,45,,,71.0
1573,202209F,F,BS,Nursing,3.77,Loyola Hall,1,EGAN,56,1330.0,,124.0
1574,202209F,F,BS,Nursing,3.35,Gonzaga Hall,1,EGAN,48,1240.0,,0.0
1575,202209F,F,BS,Nursing,3.5,Gonzaga Hall,1,EGAN,49,,,51.0
1576,202209F,F,BS,Accounting,3.56,Regis Hall,1,DSB,45,1300.0,,2.0
1577,202209F,F,BS,Nursing,3.49,Gonzaga Hall,1,EGAN,48,,,67.0
1578,202209F,M,BS,DSB Undeclared,2.86,Campion Hall,1,DSB,42,,,73.0
1579,202209F,F,BA,Politics,3.25,Jogues Hall,1,CAS,48,,,4.0
1580,202209F,F,BS,Psychology,2.82,Regis Hall,1,CAS,45,,,87.0
1581,202209F,M,BS,DSB Undeclared,3.27,Campion Hall,1,DSB,30,1210.0,,0.0
1582,202209F,M,BS,Management,3.78,Jogues Hall,1,DSB,51,,,0.0
1583,202209F,F,BA,Undeclared,3.3,Gonzaga Hall,1,CAS,51,,,15.0
1584,202209F,F,BS,Marketing,2.96,Gonzaga Hall,1,DSB,45,,,138.0
1585,202209F,M,BA,Religious Studies,3.57,Campion Hall,1,CAS,42,,,0.0
1586,202209F,F,BS,Social Work,3.41,Regis Hall,1,EGAN,44,,,0.0
1587,202209F,M,BA,Sports Media,1.79,Regis Hall,1,CAS,36,,,18.0
1588,202209F,M,BS,Finance,3.63,Regis Hall,1,DSB,48,,,66.0
1589,202209F,F,BA,English,3.76,Regis Hall,1,CAS,51,1270.0,,0.0
1590,202209F,F,BS,Nursing,3.58,Campion Hall,1,EGAN,48,,,97.0
1591,202209F,M,BS,DSB Undeclared,3.51,Regis Hall,1,DSB,45,,,0.0
1592,202209F,F,BS,DSB Undeclared,3.36,Gonzaga Hall,1,DSB,45,,,125.0
1593,202209F,F,BS,Psychology,3.45,Regis Hall,0,CAS,27,,,86.0
1594,202209F,F,BS,Nursing,3.59,Regis Hall,1,EGAN,49,1250.0,,0.0
1595,202209F,M,BS,Finance,3.78,Regis Hall,1,DSB,45,1260.0,,62.0
1596,202209F,M,BS,DSB Undeclared,2.98,Jogues Hall,1,DSB,45,,,138.0
1597,202209F,F,BS,DSB Undeclared,2.85,Jogues Hall,1,DSB,45,,,155.0
1598,202209F,F,BS,Nursing,3.76,Campion Hall,1,EGAN,60,1380.0,,0.0
1599,202209F,M,BA,Communication,3.64,Regis Hall,1,CAS,45,,,15.0
1600,202209F,F,BS,Psychology,2.93,Regis Hall,1,CAS,42,,,86.0
1601,202209F,F,BS,Biology,2.96,Campion Hall,0,CAS,31,,,33.0
1602,202209F,M,BS,Management,3.69,Loyola Hall,1,DSB,48,,,0.0
1603,202209F,M,BS,DSB Undeclared,3.76,Regis Hall,1,DSB,45,1260.0,,66.0
1604,202209F,M,BS,Marketing,3.17,Jogues Hall,0,DSB,12,,,138.0
1605,202209F,F,BS,Nursing,3.0,Campion Hall,1,EGAN,48,,,0.0
1606,202209F,F,BA,Undeclared,3.8,Jogues Hall,0,CAS,38,1340.0,,43.0
1607,202209F,F,BS,Economics,2.7,Regis Hall,1,DSB,46,,,0.0
1608,202209F,M,BS,DSB Undeclared,2.69,Loyola Hall,1,DSB,48,,,0.0
1609,202209F,F,BA,Politics,2.93,Gonzaga Hall,1,CAS,42,,,83.0
1610,202209F,F,BS,DSB Undeclared,4.0,Jogues Hall,1,DSB,66,1450.0,,66.0
1611,202209F,F,BS,Nursing,3.39,Gonzaga Hall,1,EGAN,53,1310.0,,0.0
1612,202209F,F,BS,Nursing,3.79,Regis Hall,1,EGAN,48,,,0.0
1613,202209F,F,BS,Nursing,3.1,Loyola Hall,1,EGAN,49,,,26.0
1614,202209F,F,BA,Communication,3.29,Loyola Hall,1,CAS,42,,,7.0
1615,202209F,F,BS,Public Health,2.96,Regis Hall,1,EGAN,50,1240.0,,131.0
1616,202209F,F,BS,Nursing,2.69,Regis Hall,1,EGAN,50,,,84.0
1617,202209F,F,BS,Biology,3.88,Campion Hall,1,CAS,61,,,0.0
1618,202209F,F,BA,Undeclared,3.05,Loyola Hall,1,CAS,42,,,0.0
1619,202209F,F,BS,Psychology,3.48,Campion Hall,1,CAS,55,,,4.0
1620,202209F,M,BS,Physics,3.75,Campion Hall,1,CAS,49,1290.0,,0.0
1621,202209F,F,BS,Psychology,3.67,Loyola Hall,1,CAS,46,,,12.0
1622,202209F,F,BS,Psychology,3.86,Regis Hall,1,CAS,63,,,87.0
1623,202209F,F,BS,Economics,3.58,Campion Hall,1,DSB,45,,,0.0
1624,202209F,F,BA,Sociology and Anthropology,3.38,Jogues Hall,1,CAS,42,,,0.0
1625,202209F,F,BS,Marketing,3.02,Gonzaga Hall,1,DSB,48,,,0.0
1626,202209F,F,BS,Biology,3.52,Commuter,1,CAS,64,,,112.0
1627,202209F,F,BA,International Studies,3.89,Jogues Hall,1,CAS,46,,,154.0
1628,202209F,M,BS,DSB Undeclared,3.67,Gonzaga Hall,0,DSB,27,1310.0,,61.0
1629,202209F,M,BS,Business Analytics,3.89,Regis Hall,1,DSB,59,,,68.0
1630,202209F,F,BS,Finance,3.69,Gonzaga Hall,1,DSB,45,,,62.0
1631,202209F,M,BS,Accounting,3.64,Loyola Hall,1,DSB,45,1100.0,,0.0
1632,202209F,M,BS,Finance,3.42,Campion Hall,1,DSB,60,1140.0,,62.0
1633,202209F,F,BS,Psychology,3.47,Jogues Hall,0,CAS,30,,,12.0
1634,202209F,M,BS,Management,3.87,Campion Hall,1,DSB,50,,,69.0
1635,202209F,F,BA,Undeclared,0.75,Jogues Hall,1,CAS,18,,,0.0
1636,202209F,F,BS,DSB Undeclared,3.67,Campion Hall,1,DSB,45,,,25.0
1637,202209F,M,BS,Finance,3.49,Jogues Hall,1,DSB,45,,,66.0
1638,202209F,F,BS,Management,3.93,Gonzaga Hall,1,DSB,51,1270.0,,0.0
1639,202209F,F,BS,Nursing,3.56,Regis Hall,1,EGAN,52,,,0.0
1640,202209F,M,BS,Finance,3.96,Gonzaga Hall,1,DSB,45,,,54.0
1641,202209F,F,BS,Nursing,3.53,Campion Hall,0,EGAN,37,,,0.0
1642,202209F,F,BS,Nursing,3.81,Regis Hall,1,EGAN,49,,,0.0
1643,202209F,F,BS,Nursing,3.69,Gonzaga Hall,1,EGAN,48,,,0.0
1644,202209F,F,BS,Mechanical Engineering,3.87,Campion Hall,1,SEC,49,,,14.0
1645,202209F,F,BA,Undeclared,3.91,Jogues Hall,1,CAS,47,1280.0,,0.0
1646,202209F,F,BS,Management,3.61,Campion Hall,1,DSB,51,,,58.0
1647,202209F,M,BS,Mechanical Engineering,3.73,Campion Hall,1,SEC,52,,,90.0
1648,202209F,F,BS,Marketing,3.46,Loyola Hall,1,DSB,46,,,36.0
1649,202209F,F,BA,Politics,3.52,Jogues Hall,1,CAS,42,,,110.0
1650,202209F,F,BS,Nursing,3.67,Regis Hall,0,EGAN,12,,,0.0
1651,202209F,F,BS,Marketing,3.16,Campion Hall,1,DSB,45,,,138.0
1652,202209F,F,BA,International Studies,3.41,Jogues Hall,1,CAS,45,1170.0,,52.0
1653,202209F,F,BS,Marketing,3.8,Regis Hall,1,DSB,61,,,0.0
1654,202209F,M,BA,Politics,3.8,Loyola Hall,0,CAS,36,,,39.0
1655,202209F,F,BS,Nursing,3.83,Campion Hall,1,EGAN,70,,,84.0
1656,202209F,F,BS,Nursing,3.17,Regis Hall,1,EGAN,51,,,131.0
1657,202209F,F,BS,DSB Undeclared,3.13,Loyola Hall,1,DSB,30,,,76.0
1658,202209F,F,BA,Undeclared,3.64,Jogues Hall,0,CAS,33,1280.0,,145.0
1659,202209F,F,BS,DSB Undeclared,2.67,Jogues Hall,1,DSB,42,1260.0,,0.0
1660,202209F,F,BS,DSB Undeclared,3.6,Jogues Hall,1,DSB,45,,,41.0
1661,202209F,F,BA,Undeclared,3.87,Regis Hall,1,CAS,45,1230.0,,87.0
1662,202209F,F,BS,DSB Undeclared,4.0,Loyola Hall,1,DSB,45,,,59.0
1663,202209F,F,BS,Marketing,3.73,Regis Hall,1,DSB,48,,,4.0
1664,202209F,F,BS,Psychology,3.77,Regis Hall,1,CAS,50,1260.0,,0.0
1665,202209F,M,BS,DSB Undeclared,3.56,Jogues Hall,1,DSB,48,,,16.0
1666,202209F,M,BS,SOE Undeclared,3.92,Campion Hall,1,SEC,58,,,120.0
1667,202209F,F,BS,Public Health,3.85,Regis Hall,1,EGAN,48,,,0.0
1668,202209F,F,BS,Marketing,2.4,Campion Hall,0,DSB,15,,,98.0
1669,202209F,F,BA,Communication,3.89,Gonzaga Hall,1,CAS,48,,,34.0
1670,202209F,F,BS,Marketing,3.44,Jogues Hall,1,DSB,45,,,0.0
1671,202209F,M,BS,Finance,3.62,Jogues Hall,1,DSB,45,,,73.0
1672,202209F,F,BS,Nursing,3.78,Campion Hall,1,EGAN,52,,,20.0
1673,202209F,F,BA,Undeclared,3.92,Gonzaga Hall,1,CAS,53,1370.0,,0.0
1674,202209F,M,BS,DSB Undeclared,3.31,Gonzaga Hall,1,DSB,45,,,0.0
1675,202209F,M,BS,Finance,3.59,Campion Hall,1,DSB,54,1280.0,,66.0
1676,202209F,M,BS,DSB Undeclared,3.47,Regis Hall,1,DSB,57,1320.0,,88.0
1677,202209F,M,BS,Finance,3.67,Gonzaga Hall,1,DSB,45,1270.0,,6.0
1678,202209F,F,BA,Politics,3.89,Regis Hall,1,CAS,45,,,0.0
1679,202209F,F,BA,Undeclared,3.8,Regis Hall,1,CAS,45,,,121.0
1680,202209F,F,BA,Undeclared,3.17,Jogues Hall,1,CAS,42,1230.0,,4.0
1681,202209F,M,BS,Management,3.36,Loyola Hall,1,DSB,45,,,53.0
1682,202209F,M,BS,DSB Undeclared,3.69,Regis Hall,1,DSB,52,,,89.0
1683,202209F,F,BS,Chemistry,3.78,Jogues Hall,1,CAS,61,1270.0,,0.0
1684,202209F,F,BA,Undeclared,2.73,Loyola Hall,1,CAS,45,,,0.0
1685,202209F,F,BS,Information Systems & Ops Mgmt,3.9,Commuter,1,DSB,48,1070.0,,8.0
1686,202209F,M,BA,Undeclared,3.62,Regis Hall,1,CAS,47,,,152.0
1687,202209F,F,BS,Nursing,3.8,Jogues Hall,1,EGAN,48,1360.0,,0.0
1688,202209F,F,BS,Biology,3.52,Jogues Hall,1,CAS,54,,,0.0
1689,202209F,M,BS,DSB Undeclared,3.38,Jogues Hall,1,DSB,48,1310.0,,53.0
1690,202209F,F,BS,Nursing,3.54,Jogues Hall,0,EGAN,42,1320.0,,0.0
1691,202209F,F,BS,Nursing,3.88,Loyola Hall,1,EGAN,57,,,51.0
1692,202209F,F,BS,Nursing,3.25,Gonzaga Hall,1,EGAN,51,1150.0,,0.0
1693,202209F,M,BS,DSB Undeclared,2.53,Regis Hall,1,DSB,45,,,99.0
1694,202209F,M,BS,Chemistry,3.62,Commuter,1,CAS,66,1310.0,,161.0
1695,202209F,F,BA,Undeclared,0.0,Regis Hall,0,CAS,0,,,0.0
1696,202209F,F,BS,Biology,2.14,Campion Hall,0,CAS,24,,,0.0
1697,202209F,F,BS,Accounting,3.42,Loyola Hall,1,DSB,45,,,2.0
1698,202209F,F,BS,DSB Undeclared,3.89,Jogues Hall,1,DSB,60,1330.0,,62.0
1699,202209F,M,BS,DSB Undeclared,3.71,Loyola Hall,1,DSB,46,,,89.0
1700,202209F,M,BS,Marketing,3.38,Loyola Hall,1,DSB,45,,,105.0
1701,202209F,M,BS,Finance,3.0,Campion Hall,1,DSB,42,,,13.0
1702,202209F,F,BS,Nursing,3.2,Loyola Hall,1,EGAN,52,,,0.0
1703,202209F,F,BS,Psychology,3.82,Loyola Hall,1,CAS,48,,,86.0
1704,202209F,M,BA,Undeclared,2.94,Loyola Hall,1,CAS,37,,,73.0
1705,202209F,F,BS,Finance,3.91,Loyola Hall,1,DSB,61,1340.0,,89.0
1706,202209F,M,BS,DSB Undeclared,3.62,Gonzaga Hall,1,DSB,49,1300.0,,85.0
1707,202209F,F,BA,Modern Languages,3.62,Loyola Hall,1,CAS,57,,,148.0
1708,202209F,F,BS,Psychology,3.86,Regis Hall,1,CAS,58,1370.0,,4.0
1709,202209F,M,BS,DSB Undeclared,3.4,Jogues Hall,1,DSB,45,,,8.0
1710,202209F,M,BS,Management,3.36,Jogues Hall,1,DSB,45,,,0.0
1711,202209F,F,BA,Program on the Environment,3.85,Loyola Hall,1,CAS,47,,,0.0
1712,202209F,F,BS,Marketing,3.56,Gonzaga Hall,1,DSB,39,,,15.0
1713,202209F,F,BS,Biology,2.68,Campion Hall,1,CAS,42,,,86.0
1714,202209F,F,BA,Undeclared,2.98,Jogues Hall,1,CAS,48,,,15.0
1715,202209F,M,BS,Mathematics,3.75,Campion Hall,1,CAS,58,1350.0,,0.0
1716,202209F,F,BS,Psychology,3.5,Loyola Hall,1,CAS,46,,,86.0
1717,202209F,F,BS,Nursing,3.92,Jogues Hall,1,EGAN,62,1420.0,,0.0
1718,202209F,M,BS,Marketing,3.09,Regis Hall,1,DSB,45,,,0.0
1719,202209F,F,BS,Nursing,3.65,Jogues Hall,1,EGAN,64,,,0.0
1720,202209F,F,BS,Chemistry,3.25,Campion Hall,1,CAS,54,,,36.0
1721,202209F,F,BS,Biology,3.26,Campion Hall,0,CAS,32,1290.0,,112.0
1722,202209F,F,BS,Biology,3.23,Campion Hall,1,CAS,49,,,0.0
1723,202209F,F,BS,Biology,3.36,Campion Hall,1,CAS,52,,,112.0
1724,202209F,F,BA,Undeclared,3.91,Gonzaga Hall,1,CAS,48,,,163.0
1725,202209F,M,BS,Accounting,3.65,Gonzaga Hall,1,DSB,46,1390.0,,0.0
1726,202209F,M,BS,DSB Undeclared,3.67,Loyola Hall,1,DSB,49,1420.0,,16.0
1727,202209F,F,BS,Psychology,3.61,Campion Hall,1,CAS,46,,,86.0
1728,202209F,F,BS,Public Health,1.62,Regis Hall,1,EGAN,30,,,131.0
1729,202209F,F,BS,DSB Undeclared,3.94,Jogues Hall,1,DSB,52,1400.0,,4.0
1730,202209F,F,BA,Undeclared,3.49,Gonzaga Hall,1,CAS,45,,,138.0
1731,202209F,F,BS,DSB Undeclared,3.65,Regis Hall,1,DSB,45,,,156.0
1732,202209F,F,BS,DSB Undeclared,3.69,Jogues Hall,1,DSB,45,,,156.0
1733,202209F,F,BS,Nursing,3.96,Campion Hall,1,EGAN,59,1320.0,,0.0
1734,202209F,F,BS,Chemistry,3.96,Jogues Hall,1,CAS,56,1340.0,,87.0
1735,202209F,F,BS,Nursing,2.84,Campion Hall,1,EGAN,49,,,0.0
1736,202209F,F,BA,Undeclared,3.58,Gonzaga Hall,1,CAS,45,,,69.0
1737,202209F,F,BS,Marketing,3.51,Loyola Hall,1,DSB,45,,,0.0
1738,202209F,F,BS,Psychology,3.17,Regis Hall,1,CAS,42,,,0.0
1739,202209F,F,BS,Marketing,3.8,Loyola Hall,1,DSB,48,,,0.0
1740,202209F,F,BS,International Business,3.75,Gonzaga Hall,1,DSB,66,1310.0,,109.0
1741,202209F,F,BS,Psychology,3.84,Jogues Hall,1,CAS,52,,,71.0
1742,202209F,F,BA,International Studies,3.84,Gonzaga Hall,1,CAS,45,,,154.0
1743,202209F,M,BS,Accounting,3.93,Loyola Hall,1,DSB,46,,,0.0
1744,202209F,M,BS,Computer Science,3.56,Regis Hall,1,SEC,58,,,0.0
1745,202209F,F,BS,Accounting,3.12,Commuter,1,DSB,42,,,38.0
1746,202209F,M,BS,Finance,3.29,Jogues Hall,1,DSB,45,,,73.0
1747,202209F,F,BS,Biology,2.82,Campion Hall,1,CAS,51,,,156.0
1748,202209F,F,BS,Psychology,3.54,Gonzaga Hall,1,CAS,48,,,0.0
1749,202209F,F,BS,Nursing,3.85,Campion Hall,1,EGAN,48,,,84.0
1750,202209F,F,BS,Psychology,2.99,Loyola Hall,0,CAS,31,,,71.0
1751,202209F,M,BA,Visual & Performing Arts,3.53,Campion Hall,1,CAS,66,,,79.0
1752,202209F,F,BA,Undeclared,3.51,Gonzaga Hall,1,CAS,45,,,4.0
1753,202209F,F,BS,Public Health,3.97,Campion Hall,0,EGAN,30,,,143.0
1754,202209F,M,BS,Finance,3.77,Campion Hall,1,DSB,48,,,38.0
1755,202209F,F,BS,DSB Undeclared,3.92,Gonzaga Hall,1,DSB,51,,,38.0
1756,202209F,F,BS,Psychology,2.99,Jogues Hall,1,CAS,47,,,45.0
1757,202209F,M,BS,Finance,3.29,Loyola Hall,1,DSB,45,,,53.0
1758,202209F,F,BS,Finance,3.73,Regis Hall,0,DSB,30,1200.0,,13.0
1759,202209F,F,BA,Politics,3.68,Regis Hall,1,CAS,59,,,83.0
1760,202209F,F,BS,Nursing,3.68,Regis Hall,1,EGAN,49,,,84.0
1761,202209F,M,BA,Politics,3.22,Regis Hall,1,CAS,42,,,0.0
1762,202209F,M,BS,DSB Undeclared,3.69,Loyola Hall,1,DSB,45,,,62.0
1763,202209F,M,BS,Finance,3.96,Regis Hall,1,DSB,59,1350.0,,66.0
1764,202209F,F,BS,Social Work,3.72,Loyola Hall,1,EGAN,47,,,0.0
1765,202209F,M,BS,Finance,3.67,Jogues Hall,1,DSB,45,,,73.0
1766,202209F,M,BS,Marketing,3.07,Regis Hall,1,DSB,42,,,59.0
1767,202209F,F,BS,DSB Undeclared,3.04,Regis Hall,1,DSB,54,,,41.0
1768,202209F,M,BS,DSB Undeclared,3.17,Regis Hall,1,DSB,46,,,25.0
1769,202209F,F,BA,Politics,3.16,Regis Hall,1,CAS,45,,,39.0
1770,202209F,M,BS,Accounting,3.29,Jogues Hall,1,DSB,51,,,0.0
1771,202209F,M,BS,Finance,3.47,Loyola Hall,1,DSB,45,1160.0,,89.0
1772,202209F,F,BS,Psychology,3.85,Jogues Hall,1,CAS,49,,,87.0
1773,202209F,M,BS,Biology,3.23,Campion Hall,1,CAS,43,,,122.0
1774,202209F,F,BS,Biology,3.04,Campion Hall,1,CAS,48,1230.0,,33.0
1775,202209F,F,BS,DSB Undeclared,3.33,Regis Hall,1,DSB,51,,,0.0
1776,202209F,M,BS,Finance,2.35,Campion Hall,1,DSB,45,,,53.0
1777,202209F,F,BS,Nursing,3.92,Jogues Hall,1,EGAN,49,,,0.0
1778,202209F,F,BS,Psychology,3.87,Commuter,1,CAS,44,,,71.0
1779,202209F,F,BA,Communication,3.58,Jogues Hall,1,CAS,45,,,18.0
1780,202209F,F,BS,Accounting,3.27,Loyola Hall,1,DSB,48,,,0.0
1781,202209F,F,BA,Undeclared,3.53,Regis Hall,1,CAS,45,1240.0,,0.0
1782,202209F,F,BS,Biomedical Engineering,3.81,Jogues Hall,1,SEC,56,1270.0,,60.0
1783,202209F,F,BS,Psychology,3.87,Gonzaga Hall,1,CAS,46,,,86.0
1784,202209F,M,BS,DSB Undeclared,3.56,Loyola Hall,1,DSB,45,,,53.0
1785,202209F,M,BS,Finance,4.0,Loyola Hall,1,DSB,45,1280.0,,53.0
1786,202209F,F,BS,Finance,3.68,Loyola Hall,1,DSB,49,,,53.0
1787,202209F,F,BA,Undeclared,3.6,Loyola Hall,1,CAS,45,,,85.0
1788,202209F,M,BS,DSB Undeclared,4.0,Jogues Hall,1,DSB,46,,,54.0
1789,202209F,F,BS,Biology,3.65,Campion Hall,1,CAS,43,,,22.0
1790,202209F,F,BS,Finance,3.92,Jogues Hall,1,DSB,54,1340.0,,66.0
1791,202209F,F,BS,Psychology,2.93,Loyola Hall,1,CAS,46,,,71.0
1792,202209F,F,BS,Public Health,3.7,Loyola Hall,1,EGAN,53,,,131.0
1793,202209F,F,BS,Biology,4.0,Campion Hall,1,CAS,66,,,33.0
1794,202209F,F,BS,Marketing,3.96,Jogues Hall,1,DSB,51,,,4.0
1795,202209F,F,BS,Computer Science,3.91,Claver Hall,0,SEC,26,,,0.0
1796,202209F,F,BS,Accounting,3.69,Commuter,1,DSB,49,,,0.0
1797,202209F,F,BA,English,3.02,Jogues Hall,1,CAS,45,,,26.0
1798,202209F,M,BS,Accounting,3.78,Regis Hall,0,DSB,27,,,2.0
1799,202209F,F,BS,Nursing,3.34,Campion Hall,1,EGAN,51,,,0.0
1800,202209F,F,BS,Nursing,3.54,Gonzaga Hall,1,EGAN,49,1370.0,,0.0
1801,202209F,M,BS,Information Systems & Ops Mgmt,3.73,Campion Hall,1,DSB,58,1300.0,,44.0
1802,202209F,F,BS,Marketing,3.09,Loyola Hall,1,DSB,45,1270.0,,100.0
1803,202209F,F,BS,Psychology,3.59,Gonzaga Hall,1,CAS,47,1260.0,,86.0
1804,202209F,F,BS,Marketing,3.67,Loyola Hall,1,DSB,48,,,105.0
1805,202209F,F,BS,Chemistry,3.58,Campion Hall,1,CAS,55,,,0.0
1806,202209F,M,BS,Computer Science,3.82,Campion Hall,1,SEC,62,1250.0,,0.0
1807,202209F,M,BS,SOE Undeclared,3.73,Jogues Hall,1,SEC,57,1350.0,,0.0
1808,202209F,M,BS,Biology,3.15,Campion Hall,1,CAS,58,1210.0,,31.0
1809,202209F,M,BS,Computer Science,2.65,Campion Hall,1,SEC,40,,,0.0
1810,202209F,F,BA,Undeclared,3.8,Gonzaga Hall,1,CAS,54,,,95.0
1811,202209F,F,BA,Undeclared,3.74,Campion Hall,1,CAS,46,,,0.0
1812,202209F,F,BS,Marketing,3.5,Regis Hall,0,DSB,33,,,41.0
1813,202209F,F,BS,SOE Undeclared,3.77,Jogues Hall,1,SEC,53,,,63.0
1814,202209F,F,BS,Nursing,2.89,Campion Hall,1,EGAN,51,,,0.0
1815,202209F,F,BA,Undeclared,3.22,Loyola Hall,1,CAS,46,,,0.0
1816,202209F,F,BS,Biology,3.43,Loyola Hall,1,CAS,47,,,147.0
1817,202209F,F,BS,DSB Undeclared,3.62,Gonzaga Hall,1,DSB,45,,,0.0
1818,202209F,F,BS,DSB Undeclared,3.47,Regis Hall,1,DSB,46,,,0.0
1819,202209F,M,BA,Sports Media,3.82,Regis Hall,1,CAS,52,1380.0,,18.0
1820,202209F,M,BS,Psychology,3.97,Loyola Hall,0,CAS,29,,,0.0
1821,202209F,F,BS,International Business,3.93,Regis Hall,1,DSB,53,,,109.0
1822,202209F,M,BS,DSB Undeclared,3.49,Jogues Hall,1,DSB,55,1500.0,,4.0
1823,202209F,F,BS,Marketing,3.06,Jogues Hall,1,DSB,51,,,105.0
1824,202209F,F,BS,Mechanical Engineering,3.51,Campion Hall,1,SEC,56,1330.0,,0.0
1825,202209F,F,BS,Psychology,2.81,Campion Hall,1,CAS,46,,,87.0
1826,202209F,F,BS,Biology,3.04,Campion Hall,1,CAS,58,,,0.0
1827,202209F,F,BS,Accounting,3.47,Gonzaga Hall,0,DSB,21,,,114.0
1828,202209F,F,BA,Undeclared,3.85,Loyola Hall,1,CAS,55,,,12.0
1829,202209F,M,BS,Mechanical Engineering,2.13,Campion Hall,1,SEC,51,,,45.0
1830,202209F,M,BS,DSB Undeclared,3.52,Jogues Hall,1,DSB,46,,,66.0
1831,202209F,M,BS,Psychology,3.71,Jogues Hall,1,CAS,62,1420.0,,71.0
1832,202209F,F,BS,Nursing,3.31,Gonzaga Hall,1,EGAN,49,,,0.0
1833,202209F,F,BA,Communication,3.91,Jogues Hall,1,CAS,45,,,56.0
1834,202209F,M,BS,Finance,3.67,Jogues Hall,1,DSB,45,,,66.0
1835,202209F,F,BA,Communication,3.89,Regis Hall,1,CAS,45,1240.0,,56.0
1836,202209F,F,BA,Digital Journalism,4.0,Jogues Hall,1,CAS,54,,,42.0
1837,202209F,M,BA,Sports Media,3.89,Campion Hall,1,CAS,54,,,18.0
1838,202209F,M,BS,DSB Undeclared,2.2,Jogues Hall,0,DSB,27,,,129.0
1839,202209F,F,BS,Nursing,2.71,Campion Hall,1,EGAN,40,,,118.0
1840,202209F,M,BS,DSB Undeclared,3.64,Loyola Hall,1,DSB,51,,,0.0
1841,202209F,F,BS,Nursing,3.2,Loyola Hall,1,EGAN,51,,,84.0
1842,202209F,M,BS,Accounting,3.94,Jogues Hall,1,DSB,64,1460.0,,16.0
1843,202209F,M,BA,Digital Journalism,3.92,Campion Hall,1,CAS,51,,,0.0
1844,202209F,F,BS,Marketing,3.29,Regis Hall,1,DSB,51,,,13.0
1845,202209F,M,BS,Finance,4.0,Regis Hall,1,DSB,45,,,73.0
1846,202209F,F,BS,DSB Undeclared,3.82,Loyola Hall,1,DSB,52,,,36.0
1847,202209F,M,BS,Psychology,3.64,Regis Hall,1,CAS,48,,,71.0
1848,202209F,M,BS,Accounting,4.0,Regis Hall,1,DSB,54,1320.0,,0.0
1849,202209F,F,BS,Chemistry,4.0,Campion Hall,1,CAS,63,1440.0,,0.0
1850,202209F,M,BS,Finance,3.83,Jogues Hall,0,DSB,30,,,62.0
1851,202209F,M,BS,Biology,3.36,Campion Hall,1,CAS,51,,,33.0
1852,202209F,F,BS,International Business,3.07,Gonzaga Hall,0,DSB,27,,,133.0
1853,202209F,M,BS,Marketing,1.67,Jogues Hall,1,DSB,42,,,121.0
1854,202209F,F,BA,Undeclared,2.88,Gonzaga Hall,1,CAS,38,,,0.0
1855,202209F,M,BS,Finance,3.58,Jogues Hall,1,DSB,60,,,66.0
1856,202209F,F,BS,DSB Undeclared,3.2,Regis Hall,1,DSB,45,,,4.0
1857,202209F,F,BS,Marketing,3.6,Loyola Hall,1,DSB,45,,,36.0
1858,202209F,M,BS,DSB Undeclared,2.73,Regis Hall,1,DSB,30,1200.0,,0.0
1859,202209F,F,BS,DSB Undeclared,3.65,Loyola Hall,1,DSB,45,,,138.0
1860,202209F,M,BA,History,3.22,Regis Hall,1,CAS,45,1100.0,,25.0
1861,202209F,F,BS,Nursing,3.39,Regis Hall,1,EGAN,52,,,0.0
1862,202209F,M,BS,DSB Undeclared,3.91,Regis Hall,1,DSB,57,1460.0,,91.0
1863,202209F,M,BS,Management,3.6,Campion Hall,1,DSB,48,,,104.0
1864,202209F,F,BS,Nursing,3.81,Campion Hall,1,EGAN,49,,,51.0
1865,202209F,M,BS,DSB Undeclared,3.2,Regis Hall,1,DSB,45,,,166.0
1866,202209F,M,BS,DSB Undeclared,3.52,Regis Hall,0,DSB,27,,,86.0
1867,202209F,F,BS,Psychology,2.75,Regis Hall,1,CAS,48,,,0.0
1868,202209F,M,BS,DSB Undeclared,2.83,Loyola Hall,1,DSB,39,1280.0,,101.0
1869,202209F,F,BS,Nursing,3.12,Loyola Hall,1,EGAN,48,,,0.0
1870,202209F,F,BS,Psychology,3.29,Campion Hall,1,CAS,45,,,163.0
1871,202209F,M,BA,Undeclared,2.74,Gonzaga Hall,1,CAS,42,,,0.0
1872,202209F,F,BS,Biology,3.94,Campion Hall,1,CAS,52,,,0.0
1873,202209F,F,BS,Psychology,3.68,Regis Hall,1,CAS,46,,,131.0
1874,202209F,F,BA,Sports Media,3.85,Gonzaga Hall,1,CAS,51,,,18.0
1875,202209F,F,BS,Accounting,3.33,Loyola Hall,1,DSB,42,,,122.0
1876,202209F,M,BA,Sports Media,3.83,Regis Hall,1,CAS,46,,,18.0
1877,202209F,M,BS,DSB Undeclared,2.25,Regis Hall,1,DSB,42,,,40.0
